Algorithm,K,GFLOPS
csr_vector_sub_warp,32,5.014270
csr_vector_sub_warp,32,5.012826
csr_vector_sub_warp,32,4.990613
csr_vector_sub_warp,32,5.017306
csr_vector_sub_warp,64,9.756264
csr_vector_sub_warp,64,9.761173
csr_vector_sub_warp,64,9.757320
csr_vector_sub_warp,64,9.750461
csr_vector_sub_warp,64,9.741414
csr_vector_sub_warp,64,9.754464
csr_vector_sub_warp,64,9.760054
csr_vector_sub_warp,64,9.762540
csr_vector_sub_warp,64,9.747764
csr_vector_sub_warp,64,9.752477
csr_adaptive_personalizzato,1,0.339580
csr_adaptive_personalizzato,1,0.339459
csr_adaptive_personalizzato,1,0.349047
csr_adaptive_personalizzato,1,0.338830
csr_adaptive_personalizzato,1,0.341672
csr_adaptive_personalizzato,1,0.345714
csr_adaptive_personalizzato,1,0.338988
csr_adaptive_personalizzato,1,0.336384
csr_adaptive_personalizzato,1,0.342957
csr_adaptive_personalizzato,1,0.347954
csr_adaptive_personalizzato,3,0.978571
csr_adaptive_personalizzato,3,0.978778
csr_adaptive_personalizzato,3,0.969860
csr_adaptive_personalizzato,3,0.989167
csr_adaptive_personalizzato,3,1.007355
csr_adaptive_personalizzato,3,1.006720
csr_adaptive_personalizzato,3,0.971525
csr_adaptive_personalizzato,3,0.971571
csr_adaptive_personalizzato,3,0.977779
csr_adaptive_personalizzato,3,0.981767
csr_adaptive_personalizzato,4,1.284442
csr_adaptive_personalizzato,4,1.278759
csr_adaptive_personalizzato,4,1.307825
csr_adaptive_personalizzato,4,1.318245
csr_adaptive_personalizzato,4,1.287117
csr_adaptive_personalizzato,4,1.286435
csr_adaptive_personalizzato,4,1.322905
csr_adaptive_personalizzato,4,1.305597
csr_adaptive_personalizzato,4,1.284244
csr_adaptive_personalizzato,4,1.290403
csr_adaptive_personalizzato,8,2.526725
csr_adaptive_personalizzato,8,2.470078
csr_adaptive_personalizzato,8,2.481113
csr_adaptive_personalizzato,8,2.462807
csr_adaptive_personalizzato,8,2.505790
csr_adaptive_personalizzato,8,2.446861
csr_adaptive_personalizzato,8,2.430627
csr_adaptive_personalizzato,8,2.446752
csr_adaptive_personalizzato,8,2.473362
csr_adaptive_personalizzato,8,2.431799
csr_adaptive_personalizzato,12,3.635356
csr_adaptive_personalizzato,12,3.633609
csr_adaptive_personalizzato,12,3.691079
csr_adaptive_personalizzato,12,3.636299
csr_adaptive_personalizzato,12,3.630419
csr_adaptive_personalizzato,12,3.637587
csr_adaptive_personalizzato,12,3.637173
csr_adaptive_personalizzato,12,3.732787
csr_adaptive_personalizzato,12,3.634643
csr_adaptive_personalizzato,12,3.623508
csr_adaptive_personalizzato,16,4.830095
csr_adaptive_personalizzato,16,4.838389
csr_adaptive_personalizzato,16,4.852143
csr_adaptive_personalizzato,16,4.805443
csr_adaptive_personalizzato,16,4.841170
csr_adaptive_personalizzato,16,4.795760
csr_adaptive_personalizzato,16,4.910686
csr_adaptive_personalizzato,16,4.895723
csr_adaptive_personalizzato,16,4.890630
csr_adaptive_personalizzato,16,4.856017
csr_adaptive_personalizzato,32,9.056110
csr_adaptive_personalizzato,32,9.020669
csr_adaptive_personalizzato,32,9.050335
csr_adaptive_personalizzato,32,9.228016
csr_adaptive_personalizzato,32,9.055308
csr_adaptive_personalizzato,32,9.044408
csr_adaptive_personalizzato,32,9.247446
csr_adaptive_personalizzato,32,9.112046
