Algorithm,K,GFLOPS
csr_vector_sub_warp,12,3.430053
csr_vector_sub_warp,12,3.651299
csr_vector_sub_warp,12,3.418930
csr_vector_sub_warp,12,3.328532
csr_vector_sub_warp,12,3.498341
csr_vector_sub_warp,16,4.509222
csr_vector_sub_warp,16,4.855786
csr_vector_sub_warp,16,4.895951
csr_vector_sub_warp,16,4.525553
csr_vector_sub_warp,16,4.814212
csr_vector_sub_warp,16,4.418860
csr_vector_sub_warp,16,4.743147
csr_vector_sub_warp,16,4.785532
csr_vector_sub_warp,16,4.622277
csr_vector_sub_warp,16,4.910917
csr_vector_sub_warp,32,9.113452
csr_vector_sub_warp,32,8.886606
csr_vector_sub_warp,32,8.897152
csr_vector_sub_warp,32,8.928940
csr_vector_sub_warp,32,8.858606
csr_vector_sub_warp,32,8.971679
csr_vector_sub_warp,32,8.869085
csr_vector_sub_warp,32,8.914784
csr_vector_sub_warp,32,8.897152
csr_vector_sub_warp,32,8.862096
csr_vector_sub_warp,64,15.991468
csr_vector_sub_warp,64,16.924003
csr_vector_sub_warp,64,15.479697
csr_vector_sub_warp,64,16.146446
csr_vector_sub_warp,64,16.697847
csr_vector_sub_warp,64,15.833861
csr_vector_sub_warp,64,17.354939
csr_vector_sub_warp,64,15.946118
csr_vector_sub_warp,64,16.298550
csr_vector_sub_warp,64,15.917905
csr_adaptive_personalizzato,1,0.465480
csr_adaptive_personalizzato,1,0.440122
csr_adaptive_personalizzato,1,0.439847
csr_adaptive_personalizzato,1,0.450850
csr_adaptive_personalizzato,1,0.459696
csr_adaptive_personalizzato,1,0.348648
csr_adaptive_personalizzato,1,0.441504
csr_adaptive_personalizzato,1,0.432007
csr_adaptive_personalizzato,1,0.471412
csr_adaptive_personalizzato,1,0.448835
csr_adaptive_personalizzato,3,1.397366
csr_adaptive_personalizzato,3,1.337112
csr_adaptive_personalizzato,3,1.343929
csr_adaptive_personalizzato,3,1.432490
csr_adaptive_personalizzato,3,1.340512
csr_adaptive_personalizzato,3,1.361281
csr_adaptive_personalizzato,3,1.408567
csr_adaptive_personalizzato,3,1.385430
csr_adaptive_personalizzato,3,1.318715
csr_adaptive_personalizzato,3,1.393672
csr_adaptive_personalizzato,4,1.849671
csr_adaptive_personalizzato,4,1.828023
csr_adaptive_personalizzato,4,1.720624
csr_adaptive_personalizzato,4,1.861921
csr_adaptive_personalizzato,4,1.734423
csr_adaptive_personalizzato,4,1.737639
csr_adaptive_personalizzato,4,1.700847
csr_adaptive_personalizzato,4,1.881861
csr_adaptive_personalizzato,4,1.830404
csr_adaptive_personalizzato,4,1.842398
csr_adaptive_personalizzato,8,3.514375
csr_adaptive_personalizzato,8,3.748667
csr_adaptive_personalizzato,8,3.456054
csr_adaptive_personalizzato,8,3.545397
csr_adaptive_personalizzato,8,3.773825
csr_adaptive_personalizzato,8,3.796759
csr_adaptive_personalizzato,8,3.579249
csr_adaptive_personalizzato,8,3.545397
csr_adaptive_personalizzato,8,3.819973
csr_adaptive_personalizzato,8,3.660807
csr_adaptive_personalizzato,12,5.139854
csr_adaptive_personalizzato,12,5.180897
csr_adaptive_personalizzato,12,5.074910
csr_adaptive_personalizzato,12,4.929573
csr_adaptive_personalizzato,12,5.168199
csr_adaptive_personalizzato,12,5.029517
csr_adaptive_personalizzato,12,5.235568
csr_adaptive_personalizzato,12,5.093297
csr_adaptive_personalizzato,12,5.365458
csr_adaptive_personalizzato,12,5.184081
csr_adaptive_personalizzato,16,6.946263
csr_adaptive_personalizzato,16,6.382520
csr_adaptive_personalizzato,16,7.024360
csr_adaptive_personalizzato,16,6.523202
csr_adaptive_personalizzato,16,6.619188
csr_adaptive_personalizzato,16,7.015596
csr_adaptive_personalizzato,16,6.538372
csr_adaptive_personalizzato,16,6.553613
csr_adaptive_personalizzato,16,6.272169
csr_adaptive_personalizzato,16,6.890931
csr_adaptive_personalizzato,32,12.664414
csr_adaptive_personalizzato,32,12.565363
csr_adaptive_personalizzato,32,12.911596
csr_adaptive_personalizzato,32,12.558347
