Algorithm,K,GFLOPS
csr_vector_sub_warp,8,233.528765
csr_vector_sub_warp,8,231.769558
csr_vector_sub_warp,8,233.115895
csr_vector_sub_warp,8,232.380302
csr_vector_sub_warp,8,233.002118
csr_vector_sub_warp,8,232.990359
csr_vector_sub_warp,12,249.414270
csr_vector_sub_warp,12,250.482194
csr_vector_sub_warp,12,250.379526
csr_vector_sub_warp,12,250.581927
csr_vector_sub_warp,12,250.165373
csr_vector_sub_warp,12,250.696890
csr_vector_sub_warp,12,250.270898
csr_vector_sub_warp,12,250.418779
csr_vector_sub_warp,12,250.436891
csr_vector_sub_warp,12,249.540139
csr_vector_sub_warp,16,246.273194
csr_vector_sub_warp,16,246.281942
csr_vector_sub_warp,16,246.332333
csr_vector_sub_warp,16,245.020143
csr_vector_sub_warp,16,245.757346
csr_vector_sub_warp,16,245.474125
csr_vector_sub_warp,16,245.883926
csr_vector_sub_warp,16,245.437131
csr_vector_sub_warp,16,245.995329
csr_vector_sub_warp,16,246.738421
csr_vector_sub_warp,32,269.823592
csr_vector_sub_warp,32,269.819655
csr_vector_sub_warp,32,269.635740
csr_vector_sub_warp,32,270.040683
csr_vector_sub_warp,32,272.030367
csr_vector_sub_warp,32,269.776272
csr_vector_sub_warp,32,272.127948
csr_vector_sub_warp,32,270.034110
csr_vector_sub_warp,32,269.534680
csr_vector_sub_warp,32,269.978812
csr_vector_sub_warp,64,273.450820
csr_vector_sub_warp,64,273.441364
csr_vector_sub_warp,64,273.460940
csr_vector_sub_warp,64,273.419778
csr_vector_sub_warp,64,273.286860
csr_vector_sub_warp,64,273.471746
csr_vector_sub_warp,64,273.441364
csr_vector_sub_warp,64,273.490663
csr_vector_sub_warp,64,273.544027
csr_vector_sub_warp,64,273.199231
csr_adaptive_personalizzato,1,31.004196
csr_adaptive_personalizzato,1,31.280469
csr_adaptive_personalizzato,1,31.279905
csr_adaptive_personalizzato,1,31.531807
csr_adaptive_personalizzato,1,31.321798
csr_adaptive_personalizzato,1,31.371194
csr_adaptive_personalizzato,1,31.281601
csr_adaptive_personalizzato,1,31.218400
csr_adaptive_personalizzato,1,31.124079
csr_adaptive_personalizzato,1,31.370057
csr_adaptive_personalizzato,3,151.066970
csr_adaptive_personalizzato,3,150.724891
csr_adaptive_personalizzato,3,150.869437
csr_adaptive_personalizzato,3,151.036208
csr_adaptive_personalizzato,3,150.515149
csr_adaptive_personalizzato,3,151.406196
csr_adaptive_personalizzato,3,150.689901
csr_adaptive_personalizzato,3,150.475886
csr_adaptive_personalizzato,3,150.768671
csr_adaptive_personalizzato,3,151.009860
csr_adaptive_personalizzato,4,199.472483
csr_adaptive_personalizzato,4,199.116753
csr_adaptive_personalizzato,4,199.529970
csr_adaptive_personalizzato,4,200.031579
csr_adaptive_personalizzato,4,200.454423
csr_adaptive_personalizzato,4,199.151132
csr_adaptive_personalizzato,4,199.576001
csr_adaptive_personalizzato,4,200.640342
csr_adaptive_personalizzato,4,200.541517
csr_adaptive_personalizzato,4,199.887179
csr_adaptive_personalizzato,8,248.903096
csr_adaptive_personalizzato,8,263.327804
csr_adaptive_personalizzato,8,262.439323
csr_adaptive_personalizzato,8,261.324772
csr_adaptive_personalizzato,8,260.842272
csr_adaptive_personalizzato,8,261.769451
csr_adaptive_personalizzato,8,262.678308
csr_adaptive_personalizzato,8,261.206436
csr_adaptive_personalizzato,8,262.275249
csr_adaptive_personalizzato,8,261.927926
csr_adaptive_personalizzato,12,258.446619
csr_adaptive_personalizzato,12,258.604323
csr_adaptive_personalizzato,12,260.459523
csr_adaptive_personalizzato,12,260.214742
csr_adaptive_personalizzato,12,260.221277
csr_adaptive_personalizzato,12,258.154286
csr_adaptive_personalizzato,12,260.914368
csr_adaptive_personalizzato,12,260.639311
csr_adaptive_personalizzato,12,260.881596
